DATE,2020RATIO040143
2010-01-01,15.231154862820162
2011-01-01,15.426140413399857
2012-01-01,15.433448919711923
2013-01-01,15.777410123412627
2014-01-01,15.612621274364129
2015-01-01,15.984011244838795
2016-01-01,16.119084763390536
2017-01-01,16.0605223505776
2018-01-01,16.049935773924215
