DATE,S1101SPHOUSE040143
2009-01-01,32.99027384976202
2010-01-01,33.8257832023969
2011-01-01,34.37274593574877
2012-01-01,35.13643417240006
2013-01-01,36.22263762462072
2014-01-01,37.12376857345017
2015-01-01,37.513129191241816
2016-01-01,37.098073978563946
2017-01-01,36.552235786065964
2018-01-01,35.94220918760389
