DATE,DP04ACS040143
2010-01-01,31.87202101869817
2011-01-01,31.904907486748453
2012-01-01,32.146397353210006
2013-01-01,31.656267919651494
2014-01-01,31.588911197042307
2015-01-01,30.683873572984933
2016-01-01,29.86463902353851
2017-01-01,29.441607574786545
2018-01-01,29.229573392665465
