DATE,HOWNRATEACS040143
2009-01-01,65.4533692759971
2010-01-01,64.97302964669527
2011-01-01,64.5439658095772
2012-01-01,63.53733285682497
2013-01-01,62.8077612099336
2014-01-01,62.273435159241544
2015-01-01,61.44708001899175
2016-01-01,60.94453328356912
2017-01-01,61.13001176433181
2018-01-01,61.264077339501
